学科名称,大学名称,排名,论文数,引用次数,每篇论文引用次数
MATERIALS SCIENCE,"SHANGHAI INSTITUTE OF OPTICS & FINE MECHANICS, CAS",932,982,17564,17.890
MATERIALS SCIENCE,CHINESE ACADEMY OF FORESTRY,942,920,17368,18.880
MATERIALS SCIENCE,TAIZHOU UNIVERSITY,943,638,17343,27.180
MATERIALS SCIENCE,"SHANGHAI INSTITUTE OF MATERIA MEDICA, CAS",944,288,17339,60.200
MATERIALS SCIENCE,NANJING INSTITUTE OF TECHNOLOGY,946,1221,17286,14.160
MATERIALS SCIENCE,FUJIAN AGRICULTURE & FORESTRY UNIVERSITY,951,745,17147,23.020
MATERIALS SCIENCE,CAPITAL MEDICAL UNIVERSITY,952,847,17089,20.180
MATERIALS SCIENCE,DALIAN MARITIME UNIVERSITY,956,1200,16999,14.170
MATERIALS SCIENCE,BEIJING TECHNOLOGY & BUSINESS UNIVERSITY,958,750,16974,22.630
MATERIALS SCIENCE,LANZHOU JIAOTONG UNIVERSITY,960,909,16931,18.630
MATERIALS SCIENCE,SHENYANG PHARMACEUTICAL UNIVERSITY,962,491,16877,34.370
MATERIALS SCIENCE,ZHENGZHOU UNIVERSITY OF LIGHT INDUSTRY,962,854,16877,19.760
MATERIALS SCIENCE,JIANGHAN UNIVERSITY,965,699,16845,24.100
MATERIALS SCIENCE,XI'AN POLYTECHNIC UNIVERSITY,968,1131,16809,14.860
MATERIALS SCIENCE,SOUTH CENTRAL MINZU UNIVERSITY,976,512,16674,32.570
MATERIALS SCIENCE,INNER MONGOLIA UNIVERSITY OF SCIENCE & TECHNOLOGY,992,1298,16112,12.410
MATERIALS SCIENCE,ZHONGYUAN UNIVERSITY OF TECHNOLOGY,994,824,16097,19.540
MATERIALS SCIENCE,WESTLAKE UNIVERSITY,1014,800,15645,19.560
MATERIALS SCIENCE,ADVANCED ENERGY SCIENCE & TECHNOLOGY GUANGDONG LABORATORY,1029,576,15342,26.640
MATERIALS SCIENCE,GENERAL RESEARCH INSTITUTE FOR NONFERROUS METALS,1030,979,15334,15.660
MATERIALS SCIENCE,ANHUI POLYTECHNIC UNIVERSITY,1035,1188,15229,12.820
MATERIALS SCIENCE,BEIJING INSTITUTE OF AERONAUTICAL MATERIAL,1037,769,15218,19.790
MATERIALS SCIENCE,DALIAN POLYTECHNIC UNIVERSITY,1039,905,15203,16.800
